"region","industry (SIC2007)","sex","age","year","contents","07984: Employed persons per 4th quarter, by region, industry (SIC2007), sex, age, year and contents"
"0 The whole country","58-63 Information and communication","2 Females","15-74 15-74 years","2018","Employed persons by place of work",27064
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2008","Employed persons by place of residence",709
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2008","Employed persons by place of work",717
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2009","Employed persons by place of residence",612
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2009","Employed persons by place of work",594
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2010","Employed persons by place of residence",579
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2010","Employed persons by place of work",583
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2011","Employed persons by place of residence",582
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2011","Employed persons by place of work",611
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2012","Employed persons by place of residence",464
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2012","Employed persons by place of work",444
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2013","Employed persons by place of residence",470
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2013","Employed persons by place of work",445
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2014","Employed persons by place of residence",414
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2014","Employed persons by place of work",421
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2015","Employed persons by place of residence",480
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2015","Employed persons by place of work",494
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2016","Employed persons by place of residence",451
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2016","Employed persons by place of work",431
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2017","Employed persons by place of residence",486
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2017","Employed persons by place of work",487
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2018","Employed persons by place of residence",508
"0 The whole country","58-63 Information and communication","2 Females","15-19 15-19 years","2018","Employed persons by place of work",513
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2008","Employed persons by place of residence",1594
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2008","Employed persons by place of work",1589
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2009","Employed persons by place of residence",1394
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2009","Employed persons by place of work",1381
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2010","Employed persons by place of residence",1491
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2010","Employed persons by place of work",1496
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2011","Employed persons by place of residence",1643
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2011","Employed persons by place of work",1623
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2012","Employed persons by place of residence",1624
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2012","Employed persons by place of work",1621
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2013","Employed persons by place of residence",1620
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2013","Employed persons by place of work",1640
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2014","Employed persons by place of residence",1516
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2014","Employed persons by place of work",1545
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2015","Employed persons by place of residence",1389
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2015","Employed persons by place of work",1381
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2016","Employed persons by place of residence",1224
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2016","Employed persons by place of work",1236
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2017","Employed persons by place of residence",1254
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2017","Employed persons by place of work",1258
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2018","Employed persons by place of residence",1401
"0 The whole country","58-63 Information and communication","2 Females","20-24 20-24 years","2018","Employed persons by place of work",1408
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2008","Employed persons by place of residence",12533
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2008","Employed persons by place of work",12555
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2009","Employed persons by place of residence",11781
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2009","Employed persons by place of work",11799
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2010","Employed persons by place of residence",11682
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2010","Employed persons by place of work",11686
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2011","Employed persons by place of residence",11734
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2011","Employed persons by place of work",11717
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2012","Employed persons by place of residence",11484
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2012","Employed persons by place of work",11488
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2013","Employed persons by place of residence",11396
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2013","Employed persons by place of work",11393
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2014","Employed persons by place of residence",11478
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2014","Employed persons by place of work",11489
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2015","Employed persons by place of residence",10854
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2015","Employed persons by place of work",10837
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2016","Employed persons by place of residence",10740
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2016","Employed persons by place of work",10753
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2017","Employed persons by place of residence",11025
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2017","Employed persons by place of work",11015
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2018","Employed persons by place of residence",11775
"0 The whole country","58-63 Information and communication","2 Females","25-39 25-39 years","2018","Employed persons by place of work",11766
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2008","Employed persons by place of residence",9087
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2008","Employed persons by place of work",9092
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2009","Employed persons by place of residence",9035
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2009","Employed persons by place of work",9072
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2010","Employed persons by place of residence",9217
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2010","Employed persons by place of work",9213
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2011","Employed persons by place of residence",9583
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2011","Employed persons by place of work",9595
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2012","Employed persons by place of residence",9868
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2012","Employed persons by place of work",9882
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2013","Employed persons by place of residence",9964
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2013","Employed persons by place of work",9978
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2014","Employed persons by place of residence",10195
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2014","Employed persons by place of work",10154
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2015","Employed persons by place of residence",9718
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2015","Employed persons by place of work",9697
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2016","Employed persons by place of residence",9632
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2016","Employed persons by place of work",9611
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2017","Employed persons by place of residence",9557
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2017","Employed persons by place of work",9512
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2018","Employed persons by place of residence",9687
"0 The whole country","58-63 Information and communication","2 Females","40-54 40-54 years","2018","Employed persons by place of work",9698
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2008","Employed persons by place of residence",3034
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2008","Employed persons by place of work",3023
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2009","Employed persons by place of residence",3020
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2009","Employed persons by place of work",3015
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2010","Employed persons by place of residence",3109
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2010","Employed persons by place of work",3110
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2011","Employed persons by place of residence",3110
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2011","Employed persons by place of work",3117
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2012","Employed persons by place of residence",3181
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2012","Employed persons by place of work",3200
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2013","Employed persons by place of residence",3215
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2013","Employed persons by place of work",3198
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2014","Employed persons by place of residence",3398
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2014","Employed persons by place of work",3411
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2015","Employed persons by place of residence",3207
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2015","Employed persons by place of work",3193
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2016","Employed persons by place of residence",3239
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2016","Employed persons by place of work",3230
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2017","Employed persons by place of residence",3305
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2017","Employed persons by place of work",3314
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2018","Employed persons by place of residence",3489
"0 The whole country","58-63 Information and communication","2 Females","55-66 55-66 years","2018","Employed persons by place of work",3469
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2008","Employed persons by place of residence",193
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2008","Employed persons by place of work",196
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2009","Employed persons by place of residence",207
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2009","Employed persons by place of work",226
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2010","Employed persons by place of residence",230
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2010","Employed persons by place of work",225
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2011","Employed persons by place of residence",241
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2011","Employed persons by place of work",241
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2012","Employed persons by place of residence",258
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2012","Employed persons by place of work",264
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2013","Employed persons by place of residence",285
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2013","Employed persons by place of work",300
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2014","Employed persons by place of residence",268
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2014","Employed persons by place of work",283
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2015","Employed persons by place of residence",197
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2015","Employed persons by place of work",213
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2016","Employed persons by place of residence",167
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2016","Employed persons by place of work",185
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2017","Employed persons by place of residence",171
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2017","Employed persons by place of work",186
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2018","Employed persons by place of residence",251
"0 The whole country","58-63 Information and communication","2 Females","67-74 67-74 years","2018","Employed persons by place of work",210
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2008","Employed persons by place of residence",25755
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2008","Employed persons by place of work",25767
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2009","Employed persons by place of residence",25503
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2009","Employed persons by place of work",25493
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2010","Employed persons by place of residence",25468
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2010","Employed persons by place of work",25480
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2011","Employed persons by place of residence",25380
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2011","Employed persons by place of work",25407
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2012","Employed persons by place of residence",24975
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2012","Employed persons by place of work",24972
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2013","Employed persons by place of residence",24814
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2013","Employed persons by place of work",24805
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2014","Employed persons by place of residence",24567
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2014","Employed persons by place of work",24560
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2015","Employed persons by place of residence",24211
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2015","Employed persons by place of work",24201
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2016","Employed persons by place of residence",23854
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2016","Employed persons by place of work",23846
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2017","Employed persons by place of residence",23812
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2017","Employed persons by place of work",23772
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2018","Employed persons by place of residence",24105
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-74 15-74 years","2018","Employed persons by place of work",24061
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2008","Employed persons by place of residence",148
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2008","Employed persons by place of work",167
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2009","Employed persons by place of residence",78
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2009","Employed persons by place of work",69
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2010","Employed persons by place of residence",102
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2010","Employed persons by place of work",90
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2011","Employed persons by place of residence",74
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2011","Employed persons by place of work",76
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2012","Employed persons by place of residence",65
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2012","Employed persons by place of work",72
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2013","Employed persons by place of residence",44
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2013","Employed persons by place of work",53
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2014","Employed persons by place of residence",66
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2014","Employed persons by place of work",68
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2015","Employed persons by place of residence",79
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2015","Employed persons by place of work",79
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2016","Employed persons by place of residence",58
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2016","Employed persons by place of work",53
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2017","Employed persons by place of residence",52
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2017","Employed persons by place of work",55
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2018","Employed persons by place of residence",43
"0 The whole country","64-66 Financial and insurance activities","1 Males","15-19 15-19 years","2018","Employed persons by place of work",57
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2008","Employed persons by place of residence",837
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2008","Employed persons by place of work",812
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2009","Employed persons by place of residence",753
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2009","Employed persons by place of work",758
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2010","Employed persons by place of residence",762
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2010","Employed persons by place of work",755
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2011","Employed persons by place of residence",802
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2011","Employed persons by place of work",806
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2012","Employed persons by place of residence",735
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2012","Employed persons by place of work",758
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2013","Employed persons by place of residence",774
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2013","Employed persons by place of work",766
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2014","Employed persons by place of residence",841
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2014","Employed persons by place of work",823
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2015","Employed persons by place of residence",797
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2015","Employed persons by place of work",824
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2016","Employed persons by place of residence",717
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2016","Employed persons by place of work",732
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2017","Employed persons by place of residence",690
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2017","Employed persons by place of work",687
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2018","Employed persons by place of residence",772
"0 The whole country","64-66 Financial and insurance activities","1 Males","20-24 20-24 years","2018","Employed persons by place of work",767
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2008","Employed persons by place of residence",9377
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2008","Employed persons by place of work",9377
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2009","Employed persons by place of residence",9201
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2009","Employed persons by place of work",9186
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2010","Employed persons by place of residence",9233
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2010","Employed persons by place of work",9242
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2011","Employed persons by place of residence",9306
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2011","Employed persons by place of work",9271
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2012","Employed persons by place of residence",8969
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2012","Employed persons by place of work",8938
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2013","Employed persons by place of residence",8739
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2013","Employed persons by place of work",8725
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2014","Employed persons by place of residence",8658
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2014","Employed persons by place of work",8688
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2015","Employed persons by place of residence",8704
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2015","Employed persons by place of work",8691
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2016","Employed persons by place of residence",8662
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2016","Employed persons by place of work",8673
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2017","Employed persons by place of residence",8539
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2017","Employed persons by place of work",8531
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2018","Employed persons by place of residence",8663
"0 The whole country","64-66 Financial and insurance activities","1 Males","25-39 25-39 years","2018","Employed persons by place of work",8660
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2008","Employed persons by place of residence",9623
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2008","Employed persons by place of work",9628
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2009","Employed persons by place of residence",9622
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2009","Employed persons by place of work",9607
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2010","Employed persons by place of residence",9519
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2010","Employed persons by place of work",9509
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2011","Employed persons by place of residence",9452
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2011","Employed persons by place of work",9463
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2012","Employed persons by place of residence",9520
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2012","Employed persons by place of work",9526
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2013","Employed persons by place of residence",9474
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2013","Employed persons by place of work",9461
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2014","Employed persons by place of residence",9263
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2014","Employed persons by place of work",9249
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2015","Employed persons by place of residence",9232
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2015","Employed persons by place of work",9223
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2016","Employed persons by place of residence",9062
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2016","Employed persons by place of work",9043
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2017","Employed persons by place of residence",9140
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2017","Employed persons by place of work",9137
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2018","Employed persons by place of residence",9103
"0 The whole country","64-66 Financial and insurance activities","1 Males","40-54 40-54 years","2018","Employed persons by place of work",9093
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2008","Employed persons by place of residence",5534
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2008","Employed persons by place of work",5521
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2009","Employed persons by place of residence",5530
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2009","Employed persons by place of work",5557
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2010","Employed persons by place of residence",5538
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2010","Employed persons by place of work",5521
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2011","Employed persons by place of residence",5446
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2011","Employed persons by place of work",5434
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2012","Employed persons by place of residence",5377
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2012","Employed persons by place of work",5369
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2013","Employed persons by place of residence",5441
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2013","Employed persons by place of work",5448
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2014","Employed persons by place of residence",5419
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2014","Employed persons by place of work",5412
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2015","Employed persons by place of residence",5123
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2015","Employed persons by place of work",5156
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2016","Employed persons by place of residence",5124
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2016","Employed persons by place of work",5124
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2017","Employed persons by place of residence",5113
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2017","Employed persons by place of work",5097
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2018","Employed persons by place of residence",5234
"0 The whole country","64-66 Financial and insurance activities","1 Males","55-66 55-66 years","2018","Employed persons by place of work",5204
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2008","Employed persons by place of residence",249
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2008","Employed persons by place of work",246
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2009","Employed persons by place of residence",349
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2009","Employed persons by place of work",326
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2010","Employed persons by place of residence",332
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2010","Employed persons by place of work",341
"0 The whole country","64-66 Financial and insurance activities","1 Males","67-74 67-74 years","2011","Employed persons by place of residence",314
